LBW,95% UI,
1.380310527,1.023104011,1.806573082
1.380425621,1.023108074,1.806858878
1.380540692,1.023112135,1.807144599
1.38065574,1.023116195,1.807430246
1.380770765,1.023120253,1.807715818
1.380885768,1.02312431,1.808001315
1.381000748,1.023128365,1.808286738
1.381115706,1.023132419,1.808572086
1.38123064,1.023136471,1.808857359
1.381345552,1.023140522,1.809142558
1.381460442,1.023144571,1.809427682
1.381575308,1.023148618,1.809712732
1.381690152,1.023152664,1.809997707
1.381804974,1.023156709,1.810282607
1.381919772,1.023160752,1.810567432
1.382034548,1.023164793,1.810852183
1.382149301,1.023168833,1.811136859
1.382264032,1.023172871,1.81142146
1.38237874,1.023176908,1.811705986
1.382493425,1.023180943,1.811990438
1.382608088,1.023184977,1.812274815
1.382722728,1.023189009,1.812559117
1.382837345,1.023193039,1.812843344
1.38295194,1.023197068,1.813127497
1.383066512,1.023201096,1.813411575
1.383181061,1.023205122,1.813695578
1.383295588,1.023209146,1.813979506
1.383410092,1.023213169,1.814263359
1.383524574,1.023217191,1.814547138
1.383639033,1.02322121,1.814830841
1.383753469,1.023225229,1.81511447
1.383867882,1.023229246,1.815398024
1.383982273,1.023233261,1.815681503
1.384096642,1.023237275,1.815964907
1.384210988,1.023241287,1.816248237
1.384325311,1.023245298,1.816531491
1.384439611,1.023249307,1.816814671
1.384553889,1.023253315,1.817097775
1.384668145,1.023257321,1.817380805
1.384782378,1.023261326,1.81766376
1.384896588,1.023265329,1.81794664
1.385010775,1.023269331,1.818229445
1.385124941,1.023273331,1.818512175
1.385239083,1.02327733,1.81879483
1.385353203,1.023281327,1.819077411
1.3854673,1.023285323,1.819359916
1.385581375,1.023289317,1.819642346
1.385695427,1.023293309,1.819924701
1.385809457,1.023297301,1.820206982
1.385923464,1.02330129,1.820489187
1.386037448,1.023305278,1.820771317
1.38615141,1.023309265,1.821053373
1.38626535,1.02331325,1.821335353
1.386379267,1.023317234,1.821617258
1.386493161,1.023321216,1.821899089
1.386607033,1.023325197,1.822180844
1.386720882,1.023329176,1.822462524
1.386834709,1.023333154,1.82274413
1.386948513,1.02333713,1.82302566
1.387062295,1.023341105,1.823307115
1.387176054,1.023345078,1.823588495
1.387289791,1.02334905,1.8238698
1.387403505,1.02335302,1.82415103
1.387517196,1.023356989,1.824432185
1.387630865,1.023360957,1.824713265
1.387744512,1.023364922,1.824994269
1.387858136,1.023368887,1.825275199
1.387971738,1.02337285,1.825556053
1.388085317,1.023376811,1.825836833
1.388198873,1.023380771,1.826117537
1.388312408,1.02338473,1.826398166
1.388425919,1.023388687,1.82667872
1.388539408,1.023392642,1.826959199
1.388652875,1.023396596,1.827239603
1.388766319,1.023400549,1.827519932
1.388879741,1.0234045,1.827800186
1.38899314,1.02340845,1.828080364
1.389106517,1.023412398,1.828360467
1.389219872,1.023416345,1.828640495
1.389333204,1.02342029,1.828920448
1.389446513,1.023424234,1.829200326
1.3895598,1.023428176,1.829480129
1.389673065,1.023432117,1.829759856
1.389786307,1.023436057,1.830039508
1.389899526,1.023439995,1.830319085
1.390012724,1.023443931,1.830598587
1.390125898,1.023447866,1.830878014
1.390239051,1.0234518,1.831157365
1.390352181,1.023455732,1.831436642
1.390465288,1.023459663,1.831715843
1.390578374,1.023463592,1.831994968
1.390691436,1.02346752,1.832274019
1.390804477,1.023471446,1.832552995
1.390917494,1.023475371,1.832831895
1.39103049,1.023479295,1.83311072
1.391143463,1.023483217,1.833389469
1.391256414,1.023487137,1.833668144
1.391369342,1.023491056,1.833946743
1.391482248,1.023494974,1.834225267
1.391595131,1.02349889,1.834503716
1.391707993,1.023502805,1.834782089
1.391820831,1.023506719,1.835060388
1.391933648,1.023510631,1.835338611
1.392046442,1.023514541,1.835616758
1.392159213,1.02351845,1.835894831
1.392271963,1.023522358,1.836172828
1.392384689,1.023526264,1.83645075
1.392497394,1.023530169,1.836728596
1.392610076,1.023534072,1.837006368
1.392722736,1.023537974,1.837284064
1.392835373,1.023541875,1.837561684
1.392947989,1.023545774,1.83783923
1.393060581,1.023549672,1.8381167
1.393173152,1.023553568,1.838394095
1.3932857,1.023557463,1.838671414
1.393398226,1.023561356,1.838948659
1.393510729,1.023565248,1.839225828
1.39362321,1.023569139,1.839502921
1.393735669,1.023573028,1.83977994
1.393848105,1.023576916,1.840056883
1.39396052,1.023580802,1.84033375
1.394072911,1.023584687,1.840610543
1.394185281,1.02358857,1.84088726
1.394297628,1.023592452,1.841163901
1.394409953,1.023596333,1.841440468
1.394522256,1.023600212,1.841716959
1.394634536,1.02360409,1.841993375
1.394746794,1.023607967,1.842269715
1.39485903,1.023611842,1.84254598
1.394971243,1.023615715,1.84282217
1.395083435,1.023619588,1.843098284
1.395195604,1.023623458,1.843374323
1.39530775,1.023627328,1.843650287
1.395419875,1.023631196,1.843926175
1.395531977,1.023635062,1.844201988
1.395644057,1.023638928,1.844477726
1.395756114,1.023642791,1.844753388
1.395868149,1.023646654,1.845028975
1.395980162,1.023650515,1.845304486
1.396092153,1.023654375,1.845579922
1.396204122,1.023658233,1.845855283
1.396316068,1.02366209,1.846130569
1.396427992,1.023665945,1.846405779
1.396539894,1.023669799,1.846680913
1.396651774,1.023673652,1.846955973
1.396763631,1.023677503,1.847230957
1.396875466,1.023681353,1.847505865
1.396987279,1.023685201,1.847780699
1.39709907,1.023689049,1.848055456
1.397210838,1.023692894,1.848330139
1.397322585,1.023696739,1.848604746
1.397434309,1.023700582,1.848879278
1.397546011,1.023704423,1.849153734
1.39765769,1.023708263,1.849428115
1.397769348,1.023712102,1.849702421
1.397880983,1.02371594,1.849976651
1.397992596,1.023719776,1.850250806
1.398104187,1.023723611,1.850524885
1.398215756,1.023727444,1.850798889
1.398327302,1.023731276,1.851072818
1.398438827,1.023735106,1.851346671
1.398550329,1.023738936,1.851620449
1.398661809,1.023742763,1.851894152
1.398773267,1.02374659,1.852167779
1.398884702,1.023750415,1.852441331
1.398996116,1.023754239,1.852714807
1.399107507,1.023758061,1.852988208
1.399218876,1.023761882,1.853261534
1.399330224,1.023765702,1.853534784
1.399441548,1.02376952,1.853807959
1.399552851,1.023773337,1.854081058
1.399664132,1.023777152,1.854354082
1.39977539,1.023780967,1.854627031
1.399886627,1.023784779,1.854899904
1.399997841,1.023788591,1.855172702
1.400109033,1.023792401,1.855445425
1.400220203,1.02379621,1.855718072
1.400331351,1.023800017,1.855990644
1.400442477,1.023803823,1.85626314
1.40055358,1.023807628,1.856535561
1.400664662,1.023811431,1.856807907
1.400775721,1.023815233,1.857080177
1.400886759,1.023819034,1.857352372
1.400997774,1.023822833,1.857624491
1.401108767,1.023826631,1.857896535
1.401219738,1.023830428,1.858168504
1.401330687,1.023834223,1.858440397
1.401441614,1.023838017,1.858712215
1.401552519,1.02384181,1.858983958
1.401663401,1.023845601,1.859255625
1.401774262,1.023849391,1.859527217
1.401885101,1.023853179,1.859798733
1.401995917,1.023856966,1.860070174
1.402106712,1.023860752,1.86034154
1.402217484,1.023864537,1.86061283
1.402328234,1.02386832,1.860884045
1.402438963,1.023872102,1.861155184
1.402549669,1.023875882,1.861426249
1.402660353,1.023879661,1.861715055
1.402771015,1.023883439,1.862005925
1.402881655,1.023887216,1.862296723
1.402992274,1.023890991,1.862587449
1.40310287,1.023894765,1.862878103
1.403213444,1.023898537,1.863168686
1.403323996,1.023902309,1.863459197
1.403434526,1.023906078,1.863749637
1.403545034,1.023909847,1.864040004
1.40365552,1.023913614,1.8643303
1.403765983,1.02391738,1.864620524
1.403876425,1.023921145,1.864910676
1.403986845,1.023924908,1.865200756
1.404097243,1.02392867,1.865490765
1.404207619,1.023932431,1.865780701
1.404317973,1.02393619,1.866070566
1.404428305,1.023939948,1.866360359
1.404538615,1.023943704,1.86665008
1.404648903,1.02394746,1.86693973
1.404759169,1.023951214,1.867229307
1.404869413,1.023954967,1.867518812
1.404979635,1.023958718,1.867808246
1.405089835,1.023962468,1.868097608
1.405200014,1.023966217,1.868386898
1.40531017,1.023969964,1.868678725
1.405420304,1.02397371,1.868984852
1.405530416,1.023977455,1.869290961
1.405640507,1.023981199,1.869597052
1.405750575,1.023984941,1.869903126
1.405860622,1.023988682,1.870209181
1.405970646,1.023992422,1.870515219
1.406080649,1.02399616,1.870821238
1.406190629,1.023999897,1.87112724
1.406300588,1.024003633,1.871433224
1.406410525,1.024007367,1.871739189
1.40652044,1.0240111,1.872045137
1.406630333,1.024014832,1.872351066
1.406740204,1.024018563,1.872656977
1.406850053,1.024022292,1.872962871
1.40695988,1.02402602,1.873268746
1.407069685,1.024029746,1.873574603
1.407179469,1.024033472,1.873880441
1.40728923,1.024037196,1.874186262
1.40739897,1.024040918,1.874492064
1.407508688,1.02404464,1.874797849
1.407618384,1.02404836,1.875103615
1.407728058,1.024052079,1.875409362
1.40783771,1.024055797,1.875715092
1.40794734,1.024059513,1.876020803
1.408056948,1.024063228,1.876326495
1.408166535,1.024066942,1.87663217
1.408276099,1.024070654,1.876937826
1.408385642,1.024074365,1.877243463
1.408495163,1.024078075,1.877549083
1.408604662,1.024081784,1.877854683
1.408714139,1.024085491,1.878160266
1.408823595,1.024089197,1.87846583
1.408933028,1.024092902,1.878771375
1.40904244,1.024096605,1.879076902
1.40915183,1.024100308,1.87938241
1.409261198,1.024104008,1.8796879
1.409370544,1.024107708,1.879993371
1.409479869,1.024111406,1.880298824
1.409589171,1.024115104,1.880604258
1.409698452,1.024118799,1.880909673
1.409807711,1.024122494,1.88121507
1.409916948,1.024126187,1.881520448
1.410026163,1.024129879,1.881825807
1.410135357,1.02413357,1.882131148
1.410244529,1.02413726,1.88243647
1.410353678,1.024140948,1.882741773
1.410462807,1.024144635,1.883047057
1.410571913,1.02414832,1.883352323
1.410680997,1.024152005,1.883657569
1.41079006,1.024155688,1.883962797
1.410899101,1.02415937,1.884268006
1.411008121,1.024163051,1.884573197
1.411117118,1.02416673,1.884878368
1.411226094,1.024170408,1.88518352
1.411335048,1.024174085,1.885488654
1.41144398,1.02417776,1.885793768
1.41155289,1.024181435,1.886098863
1.411661779,1.024185108,1.88640394
1.411770646,1.02418878,1.886708997
1.411879491,1.02419245,1.887014036
1.411988315,1.02419612,1.887319055
1.412097116,1.024199788,1.887624055
1.412205896,1.024203455,1.887929037
1.412314655,1.02420712,1.888233999
1.412423391,1.024210784,1.888538942
1.412532106,1.024214447,1.888843865
1.412640799,1.024218109,1.88914877
1.41274947,1.02422177,1.889453655
1.41285812,1.024225429,1.889758521
1.412966748,1.024229087,1.890063368
1.413075354,1.024232744,1.890368196
1.413183939,1.0242364,1.890673004
1.413292502,1.024240054,1.890977793
1.413401043,1.024243707,1.891282563
1.413509562,1.024247359,1.891587314
1.41361806,1.02425101,1.891892045
1.413726536,1.024254659,1.892196756
1.413834991,1.024258307,1.892501448
1.413943423,1.024261954,1.892806121
1.414051834,1.0242656,1.893110775
1.414160224,1.024269244,1.893415409
1.414268592,1.024272887,1.893720023
1.414376938,1.024276529,1.894024618
1.414485262,1.02428017,1.894329193
1.414593565,1.02428381,1.894633749
1.414701846,1.024287448,1.894938285
1.414810106,1.024291085,1.895242802
1.414918344,1.024294721,1.895547299
1.41502656,1.024298355,1.895851777
1.415134754,1.024301989,1.896156235
1.415242927,1.024305621,1.896460673
1.415351079,1.024309252,1.896765091
1.415459208,1.024312881,1.89706949
1.415567316,1.02431651,1.897373869
1.415675403,1.024320137,1.897678228
1.415783468,1.024323763,1.897982568
1.415891511,1.024327388,1.898286888
1.415999533,1.024331011,1.898591188
1.416107533,1.024334634,1.898895468
1.416215511,1.024338255,1.899199728
1.416323468,1.024341875,1.899503969
1.416431403,1.024345493,1.899808189
1.416539317,1.024349111,1.90011239
1.416647209,1.024352727,1.90041657
1.41675508,1.024356342,1.900720731
1.416862929,1.024359956,1.901024872
1.416970756,1.024363569,1.901328993
1.417078562,1.02436718,1.901633094
1.417186346,1.02437079,1.901937174
1.417294109,1.024374399,1.902241235
1.41740185,1.024378007,1.902545276
1.41750957,1.024381614,1.902849296
1.417617268,1.024385219,1.903153297
1.417724944,1.024388823,1.903457277
1.417832599,1.024392426,1.903761237
1.417940233,1.024396028,1.904065177
1.418047845,1.024399628,1.904369097
1.418155435,1.024403228,1.904672997
1.418263004,1.024406826,1.904976876
1.418370551,1.024410423,1.905280735
1.418478077,1.024414018,1.905584574
1.418585581,1.024417613,1.905888393
1.418693064,1.024421206,1.906192191
1.418800525,1.024424798,1.906495969
1.418907965,1.024428389,1.906799727
1.419015383,1.024431979,1.907103464
1.41912278,1.024435567,1.907407181
1.419230155,1.024439155,1.907710877
1.419337509,1.024442741,1.908014553
1.419444841,1.024446326,1.908318209
1.419552152,1.02444991,1.908621844
1.419659442,1.024453492,1.908925459
1.419766709,1.024457073,1.909229053
1.419873956,1.024460654,1.909532627
1.419981181,1.024464233,1.90983618
1.420088384,1.02446781,1.910139712
1.420195566,1.024471387,1.910443224
1.420302727,1.024474962,1.910746715
1.420409866,1.024478537,1.911050186
1.420516984,1.02448211,1.911353636
1.42062408,1.024485681,1.911657065
1.420731155,1.024489252,1.911960474
1.420838208,1.024492822,1.912263862
1.42094524,1.02449639,1.912567229
1.42105225,1.024499957,1.912870576
1.421159239,1.024503523,1.913173902
1.421266207,1.024507088,1.913477207
1.421373153,1.024510651,1.913780491
1.421480078,1.024514214,1.914083754
1.421586981,1.024517775,1.914386997
1.421693863,1.024521335,1.914690218
1.421800724,1.024524894,1.914993419
1.421907563,1.024528452,1.915296599
1.422014381,1.024532008,1.915599758
1.422121178,1.024535563,1.915902896
1.422227953,1.024539118,1.916206013
1.422334706,1.024542671,1.916509109
1.422441438,1.024546222,1.916812184
1.422548149,1.024549773,1.917115238
1.422654839,1.024553323,1.917418271
1.422761507,1.024556871,1.917721283
1.422868154,1.024560418,1.918024274
1.422974779,1.024563964,1.918327243
1.423081383,1.024567509,1.918630192
1.423187966,1.024571052,1.918933119
1.423294527,1.024574595,1.919236026
1.423401067,1.024578136,1.919538911
1.423507586,1.024581676,1.919841775
1.423614083,1.024585215,1.920144618
1.42372056,1.024588753,1.920447439
1.423827014,1.02459229,1.920750239
1.423933448,1.024595825,1.921053018
1.42403986,1.02459936,1.921355776
1.42414625,1.024602893,1.921658512
1.42425262,1.024606425,1.921961227
1.424358968,1.024609956,1.922263921
1.424465295,1.024613486,1.922566593
1.4245716,1.024617014,1.922869244
1.424677884,1.024620542,1.923171873
1.424784147,1.024624068,1.923474481
1.424890389,1.024627593,1.923777068
1.424996609,1.024631117,1.924079633
1.425102808,1.02463464,1.924382176
1.425208986,1.024638161,1.924684699
1.425315142,1.024641682,1.924987199
1.425421278,1.024645201,1.925289678
1.425527392,1.024648719,1.925592135
1.425633484,1.024652236,1.925894571
1.425739556,1.024655752,1.926196985
1.425845606,1.024659267,1.926499378
1.425951635,1.024662781,1.926801749
1.426057642,1.024666293,1.927104098
1.426163629,1.024669805,1.927406426
1.426269594,1.024673315,1.927708731
1.426375538,1.024676824,1.928011016
1.426481461,1.024680332,1.928313278
1.426587362,1.024683838,1.928615519
1.426693242,1.024687344,1.928917737
1.426799101,1.024690848,1.929219934
1.426904939,1.024694352,1.929522109
1.427010756,1.024697854,1.929824263
1.427116551,1.024701355,1.930126394
1.427222325,1.024704855,1.930427215
1.427328078,1.024708354,1.930727281
1.42743381,1.024711851,1.931027324
1.42753952,1.024715348,1.931327342
1.42764521,1.024718843,1.931627336
1.427750878,1.024722338,1.931927306
1.427856525,1.024725831,1.932227252
1.427962151,1.024729323,1.932527174
1.428067756,1.024732814,1.932827072
1.428173339,1.024736303,1.933126946
1.428278901,1.024739792,1.933426795
1.428384443,1.024743279,1.933726621
1.428489963,1.024746766,1.934026422
1.428595461,1.024750251,1.934326199
1.428700939,1.024753735,1.934625952
1.428806396,1.024757218,1.934925681
1.428911831,1.0247607,1.935225386
1.429017245,1.024764181,1.935525066
1.429122638,1.02476766,1.935824722
1.42922801,1.024771139,1.936124353
1.429333361,1.024774616,1.936423961
1.429438691,1.024778092,1.936723544
1.429543999,1.024781567,1.937023102
1.429649287,1.024785041,1.937322637
1.429754553,1.024788514,1.937622146
1.429859799,1.024791986,1.937921632
1.429965023,1.024795457,1.938221093
1.430070226,1.024798926,1.938520529
1.430175408,1.024802394,1.938819941
1.430280569,1.024805862,1.939119329
1.430385708,1.024809328,1.939418692
1.430490827,1.024812793,1.939718031
1.430595925,1.024816257,1.940017345
1.430701001,1.02481972,1.940316634
1.430806057,1.024823182,1.940615899
1.430911091,1.024826642,1.940915139
1.431016104,1.024830102,1.941214355
1.431121097,1.02483356,1.941513546
1.431226068,1.024837017,1.941812712
1.431331018,1.024840474,1.942111854
1.431435947,1.024843929,1.942410971
1.431540855,1.024847383,1.942710063
1.431645742,1.024850835,1.943009131
1.431750608,1.024854287,1.943308174
1.431855453,1.024857738,1.943607192
1.431960277,1.024861187,1.943906185
1.43206508,1.024864636,1.944205154
1.432169862,1.024868083,1.944504097
1.432274622,1.024871529,1.944803016
1.432379362,1.024874975,1.94510191
1.432484081,1.024878419,1.945400779
1.432588779,1.024881862,1.945699623
1.432693455,1.024885303,1.945998442
1.432798111,1.024888744,1.946297237
1.432902746,1.024892184,1.946596006
1.43300736,1.024895622,1.946894751
1.433111953,1.02489906,1.94719347
1.433216524,1.024902496,1.947492164
1.433321075,1.024905932,1.947790834
1.433425605,1.024909366,1.948089478
1.433530114,1.024912799,1.948388097
1.433634602,1.024916231,1.948686692
1.433739069,1.024919662,1.948985261
1.433843515,1.024923092,1.949283805
1.43394794,1.02492652,1.949582324
1.434052344,1.024929948,1.949880817
1.434156727,1.024933375,1.950179286
1.434261089,1.0249368,1.950477729
1.434365431,1.024940224,1.950776147
1.434469751,1.024943648,1.95107454
1.43457405,1.02494707,1.951372908
1.434678329,1.024950491,1.951671251
1.434782586,1.024953911,1.951969568
1.434886823,1.02495733,1.95226786
1.434991039,1.024960748,1.952566126
1.435095233,1.024964165,1.952864367
1.435199407,1.02496758,1.953162583
1.43530356,1.024970995,1.953460774
1.435407692,1.024974409,1.953758939
1.435511803,1.024977821,1.954057078
1.435615894,1.024981232,1.954355193
1.435719963,1.024984643,1.954653281
1.435824012,1.024988052,1.954951345
1.435928039,1.02499146,1.955249383
1.436032046,1.024994867,1.955547395
1.436136032,1.024998273,1.955845382
1.436239997,1.025001678,1.956143343
1.436343941,1.025005082,1.956441279
1.436447864,1.025008485,1.956739189
1.436551767,1.025011887,1.957037074
1.436655648,1.025015287,1.957334933
1.436759509,1.025018687,1.957632766
1.436863349,1.025022085,1.957930574
1.436967168,1.025025483,1.958228356
1.437070966,1.025028879,1.958526112
1.437174743,1.025032274,1.958823843
1.4372785,1.025035669,1.959121548
1.437382236,1.025039062,1.959419227
1.43748595,1.025042454,1.959716881
1.437589645,1.025045845,1.960014508
1.437693318,1.025049235,1.96031211
1.43779697,1.025052624,1.960609686
1.437900602,1.025056012,1.960907237
1.438004213,1.025059398,1.961204761
1.438107803,1.025062784,1.96150226
1.438211372,1.025066169,1.961799732
1.43831492,1.025069552,1.962097179
1.438418448,1.025072935,1.9623946
1.438521955,1.025076316,1.962691995
1.438625441,1.025079697,1.962989364
1.438728906,1.025083076,1.963286707
1.438832351,1.025086454,1.963584024
1.438935775,1.025089832,1.963881315
1.439039178,1.025093208,1.96417858
1.43914256,1.025096583,1.964475819
1.439245922,1.025099957,1.964773032
1.439349262,1.02510333,1.965070219
1.439452582,1.025106702,1.96536738
1.439555882,1.025110073,1.965664515
1.43965916,1.025113443,1.965961623
1.439762418,1.025116812,1.966258706
1.439865655,1.025120179,1.966555762
1.439968871,1.025123546,1.966852792
1.440072067,1.025126912,1.967149796
1.440175242,1.025130277,1.967446774
1.440278396,1.02513364,1.967743725
1.44038153,1.025137003,1.96804065
1.440484643,1.025140364,1.968337549
1.440587735,1.025143725,1.968634422
1.440690806,1.025147084,1.968931268
1.440793857,1.025150442,1.969228088
1.440896887,1.0251538,1.969524882
1.440999896,1.025157156,1.969821649
1.441102885,1.025160511,1.97011839
1.441205853,1.025163865,1.970415104
1.4413088,1.025167218,1.970711792
1.441411727,1.02517057,1.971008454
1.441514633,1.025173921,1.971305089
1.441617518,1.025177271,1.971601698
1.441720383,1.02518062,1.97189828
1.441823227,1.025183968,1.972194836
1.44192605,1.025187315,1.972491365
1.442028853,1.025190661,1.972787868
1.442131635,1.025194006,1.973084344
1.442234396,1.02519735,1.973380794
1.442337137,1.025200693,1.973677217
1.442439857,1.025204034,1.973973613
1.442542557,1.025207375,1.974269983
1.442645236,1.025210715,1.974566326
1.442747894,1.025214053,1.974862643
1.442850532,1.025217391,1.975158933
1.442953149,1.025220727,1.975455196
1.443055745,1.025224063,1.975751432
1.443158321,1.025227397,1.976047642
1.443260876,1.025230731,1.976343825
1.443363411,1.025234063,1.976639981
1.443465925,1.025237395,1.97693611
1.443568419,1.025240725,1.977232213
1.443670892,1.025244054,1.977528289
1.443773344,1.025247383,1.977824338
1.443875776,1.02525071,1.97812036
1.443978187,1.025254036,1.978416355
1.444080578,1.025257362,1.978712323
1.444182948,1.025260686,1.979008265
1.444285297,1.025264009,1.979304179
1.444387626,1.025267331,1.979568782
1.444489935,1.025270652,1.979787414
1.444592223,1.025273973,1.98000597
1.44469449,1.025277292,1.980224448
1.444796737,1.02528061,1.980442849
1.444898963,1.025283927,1.980661174
1.445001169,1.025287243,1.980879421
1.445103354,1.025290558,1.981097591
1.445205519,1.025293872,1.981315685
1.445307663,1.025297185,1.981533702
1.445409787,1.025300497,1.981751641
1.44551189,1.025303808,1.981969504
1.445613973,1.025307118,1.98218729
1.445716035,1.025310427,1.982405
1.445818077,1.025313735,1.982622632
1.445920098,1.025317042,1.982840188
1.446022099,1.025320348,1.983057667
1.446124079,1.025323653,1.983275069
1.446226039,1.025326957,1.983492395
1.446327978,1.02533026,1.983709644
1.446429897,1.025333562,1.983926816
1.446531796,1.025336862,1.984143912
1.446633673,1.025340162,1.984360931
1.446735531,1.025343461,1.984577874
1.446837368,1.025346759,1.98479474
1.446939185,1.025350056,1.985011529
1.447040981,1.025353352,1.985228242
1.447142756,1.025356647,1.985444879
1.447244512,1.02535994,1.985661439
1.447346246,1.025363233,1.985877922
1.447447961,1.025366525,1.98609433
1.447549655,1.025369816,1.98631066
1.447651328,1.025373106,1.986526915
1.447752981,1.025376395,1.986743093
1.447854614,1.025379682,1.986959195
1.447956226,1.025382969,1.98717522
1.448057818,1.025386255,1.98739117
1.44815939,1.02538954,1.987607043
1.448260941,1.025392824,1.987822839
1.448362472,1.025396107,1.98803856
1.448463982,1.025399388,1.988254204
1.448565472,1.025402669,1.988469773
1.448666942,1.025405949,1.988685265
1.448768391,1.025409228,1.988900681
1.44886982,1.025412506,1.989116021
1.448971228,1.025415783,1.989331285
1.449072616,1.025419058,1.989546473
1.449173984,1.025422333,1.989761585
1.449275331,1.025425607,1.989976621
1.449376658,1.02542888,1.990191581
1.449477965,1.025432152,1.990406465
1.449579251,1.025435423,1.990621273
1.449680517,1.025438693,1.990836005
1.449781763,1.025441962,1.991050661
1.449882988,1.02544523,1.991265242
1.449984193,1.025448497,1.991479746
1.450085378,1.025451763,1.991694175
1.450186542,1.025455028,1.991908528
1.450287687,1.025458292,1.992122806
1.45038881,1.025461555,1.992337007
1.450489914,1.025464817,1.992551133
1.450590997,1.025468078,1.992765184
1.451600713,1.025500634,1.99490153
1.452608404,1.025533093,1.997030335
1.453614073,1.025565454,1.999151624
1.454617725,1.025597719,2.001265421
1.455619365,1.025629888,2.004345294
1.456618995,1.025661961,2.00745252
1.457616622,1.02569394,2.01055994
1.458612247,1.025725824,2.013667544
1.459605877,1.025757614,2.016775322
1.460597515,1.025789311,2.019883262
1.461587165,1.025820916,2.022991353
1.462574832,1.025852428,2.026099585
1.46356052,1.025883849,2.029207945
1.464544232,1.025915179,2.032316424
1.465525974,1.025946418,2.03542501
1.46650575,1.025977567,2.038525042
1.467483564,1.026008627,2.041615524
1.46845942,1.026039598,2.04470597
1.469433322,1.02607048,2.047796368
1.470405275,1.026101274,2.050886709
1.471375283,1.026131981,2.053976983
1.47234335,1.026162601,2.057067179
1.473309481,1.026193134,2.059592431
1.47427368,1.026223581,2.061751345
1.475235951,1.026253943,2.063903279
1.476196299,1.02628422,2.066048258
1.477154727,1.026314412,2.068186307
1.478111241,1.02634452,2.070317453
1.479065844,1.026374544,2.072441721
1.480018542,1.026404485,2.074559137
1.480969337,1.026434344,2.076669726
1.481918235,1.02646412,2.078773515
1.48286524,1.026493814,2.080870531
1.483810356,1.026523427,2.082938417
1.484753588,1.026552959,2.084999013
1.485694939,1.02658241,2.08705275
1.486634415,1.026611782,2.089099655
1.487572019,1.026641073,2.091139757
1.488507756,1.026670286,2.093173083
1.489441631,1.026699419,2.095199659
1.490373647,1.026728475,2.097219513
1.491303809,1.026757452,2.099232674
1.492232121,1.026786352,2.101239169
1.493158588,1.026815174,2.103239025
1.494083214,1.02684392,2.10523227
1.495006004,1.02687259,2.107218931
1.495926961,1.026901183,2.109199038
1.49684609,1.026929701,2.111166652
1.497763395,1.026958144,2.113126173
1.498678881,1.026986512,2.115079222
1.499592552,1.027014806,2.1171446
1.500504413,1.027043025,2.120129749
1.501414467,1.027071172,2.123114291
1.502322719,1.027106118,2.126098215
1.503229174,1.027151066,2.129081511
1.504133835,1.027195902,2.132064167
1.505036708,1.027240624,2.135046175
1.505937796,1.027285233,2.138027524
1.506837103,1.02732973,2.141008203
1.507734634,1.027374115,2.143988203
1.508630394,1.027418387,2.14645338
1.509524386,1.027462547,2.148210893
1.510416616,1.027506595,2.14996267
1.511307086,1.027550532,2.151708737
1.512195802,1.027594358,2.1534407
1.513082768,1.027638072,2.155150327
1.513967988,1.027681675,2.156854199
1.514851466,1.027725168,2.158552346
1.515733207,1.02776855,2.160244795
1.516613215,1.027811822,2.161931577
1.517491494,1.027854983,2.164429408
1.518368048,1.027898035,2.167149732
1.519242883,1.027940977,2.169866636
1.520116001,1.027983809,2.172580113
1.520987408,1.028026533,2.175290156
1.521857107,1.028069147,2.177996755
1.522725102,1.028111652,2.180699903
1.523591399,1.028154049,2.183399593
1.524456001,1.028196338,2.186095816
1.525318912,1.028238518,2.188162872
1.526180137,1.028280591,2.190072678
1.52703968,1.028322555,2.191818731
1.527897545,1.028364413,2.193341482
1.528753736,1.028406163,2.194858755
1.529608257,1.028447805,2.196370581
1.530461114,1.028489342,2.197876989
1.531312309,1.028530771,2.199378009
1.532161846,1.028572094,2.200873671
1.533009731,1.028613311,2.202364005
1.533855968,1.028654422,2.20384904
1.53470056,1.028695428,2.205328806
1.535543511,1.028736328,2.206803331
1.536384826,1.028777123,2.208272645
1.537224509,1.028817812,2.209736778
1.538062564,1.028858397,2.211195757
1.538898995,1.028898878,2.212649613
1.539733806,1.028939254,2.214098373
1.540567001,1.028979526,2.215542066
1.541398585,1.029019694,2.216980721
1.542228562,1.029059759,2.218414366
1.543056935,1.02909972,2.21984303
1.543883708,1.029139578,2.221266739
1.544708886,1.029179333,2.2236905
1.545532473,1.029218986,2.226166125
1.546354473,1.029258536,2.228638003
1.54717489,1.029297984,2.231106132
1.547993727,1.02933733,2.233570507
1.548810989,1.029376574,2.236031125
1.54962668,1.029415717,2.238487982
1.550440805,1.029454758,2.240941074
1.551253365,1.029493698,2.2433904
1.552064367,1.029532538,2.245835955
1.552873814,1.029571277,2.248277736
1.55368171,1.029609916,2.250524727
1.554488058,1.029648454,2.252291157
1.555292863,1.029686893,2.254052995
1.556096129,1.029725232,2.255810264
1.556897859,1.029763472,2.257562985
1.557698058,1.029801613,2.25931118
1.55849673,1.029839655,2.261054872
1.559293878,1.029877598,2.263482484
1.560089506,1.029915443,2.266070195
1.560883618,1.02995319,2.268656211
1.561676219,1.029990839,2.271240523
1.562467311,1.03002839,2.273823125
